Date,Event,Opponent,Map,Result,W/L
03/02/18,IEM Katowice 2018 Europe Closed Qualifier,HellRaisers,Mirage,12 - 16,L
03/02/18,IEM Katowice 2018 Europe Closed Qualifier,HellRaisers,Overpass,16 - 3,W
26/01/18,ELEAGUE Major 2018,FaZe,Cache,9 - 16,L
26/01/18,ELEAGUE Major 2018,FaZe,Nuke,16 - 19,L
23/01/18,ELEAGUE Major 2018,Space Soldiers,Mirage,16 - 13,W
22/01/18,ELEAGUE Major 2018,Quantum Bellator Fire,Train,14 - 16,L
21/01/18,ELEAGUE Major 2018,Vega Squadron,Mirage,16 - 3,W
20/01/18,ELEAGUE Major 2018,SK,Mirage,12 - 16,L
19/01/18,ELEAGUE Major 2018,Astralis,Cache,16 - 2,W
15/01/18,ELEAGUE Major 2018 Challengers Stage,Renegades,Mirage,16 - 4,W
15/01/18,ELEAGUE Major 2018 Challengers Stage,Space Soldiers,Mirage,17 - 19,L
14/01/18,ELEAGUE Major 2018 Challengers Stage,Cloud9,Train,5 - 16,L
13/01/18,ELEAGUE Major 2018 Challengers Stage,Natus Vincere,Mirage,16 - 2,W
12/01/18,ELEAGUE Major 2018 Challengers Stage,AVANGAR,Mirage,16 - 12,W
28/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,HEROIC,Inferno,16 - 9,W
28/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,HEROIC,Cobblestone,16 - 4,W
28/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Vega Squadron,Inferno,16 - 14,W
28/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Vega Squadron,Mirage,16 - 3,W
26/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Spirit,Nuke,16 - 8,W
26/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Spirit,Mirage,16 - 9,W
26/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Spirit,Cache,11 - 16,L
23/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Nemiga,Cobblestone,16 - 8,W
23/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Nemiga,Train,19 - 15,W
23/12/17,LOOT.BET Cup 2 - cs_summit 2 Qualifier,Nemiga,Mirage,14 - 16,L
17/12/17,ECS Season 4 Finals,FaZe,Mirage,17 - 19,L
17/12/17,ECS Season 4 Finals,FaZe,Inferno,18 - 22,L
17/12/17,ECS Season 4 Finals,FaZe,Nuke,16 - 14,W
17/12/17,ECS Season 4 Finals,Astralis,Nuke,16 - 9,W
17/12/17,ECS Season 4 Finals,Astralis,Inferno,7 - 16,L
17/12/17,ECS Season 4 Finals,Astralis,Train,16 - 12,W
16/12/17,ECS Season 4 Finals,OpTic,Train,16 - 12,W
16/12/17,ECS Season 4 Finals,OpTic,Nuke,16 - 7,W
16/12/17,ECS Season 4 Finals,Luminosity,Nuke,16 - 3,W
16/12/17,ECS Season 4 Finals,Luminosity,Train,16 - 9,W
15/12/17,ECS Season 4 Finals,OpTic,Mirage,4 - 16,L
03/12/17,DreamHack Open Winter 2017,Natus Vincere,Inferno,11 - 16,L
03/12/17,DreamHack Open Winter 2017,Natus Vincere,Cobblestone,4 - 16,L
03/12/17,DreamHack Open Winter 2017,Gambit,Train,16 - 1,W
03/12/17,DreamHack Open Winter 2017,Gambit,Nuke,16 - 9,W
02/12/17,DreamHack Open Winter 2017,BIG,Mirage,16 - 3,W
02/12/17,DreamHack Open Winter 2017,BIG,Overpass,16 - 9,W
01/12/17,DreamHack Open Winter 2017,Envy,Train,12 - 16,L
01/12/17,DreamHack Open Winter 2017,North Academy,Cobblestone,16 - 6,W
23/11/17,ECS Season 4 Europe,Envy,Nuke,16 - 11,W
23/11/17,ECS Season 4 Europe,Envy,Cobblestone,16 - 1,W
15/11/17,ECS Season 4 Europe,Virtus.pro,Cobblestone,16 - 5,W
15/11/17,ECS Season 4 Europe,Virtus.pro,Train,16 - 11,W
11/11/17,ESL Pro League Season 6 Europe,Astralis,Inferno,16 - 12,W
11/11/17,ESL Pro League Season 6 Europe,Astralis,Nuke,5 - 16,L
10/11/17,ECS Season 4 Europe,HEROIC,Nuke,16 - 8,W
10/11/17,ECS Season 4 Europe,HEROIC,Mirage,16 - 13,W
09/11/17,ECS Season 4 Europe,fnatic,Inferno,16 - 14,W
09/11/17,ECS Season 4 Europe,fnatic,Mirage,14 - 16,L
08/11/17,ESL Pro League Season 6 Europe,HellRaisers,Inferno,10 - 16,L
08/11/17,ESL Pro League Season 6 Europe,HellRaisers,Mirage,16 - 6,W
01/11/17,ECS Season 4 Europe,Astralis,Mirage,25 - 22,W
01/11/17,ECS Season 4 Europe,Astralis,Inferno,14 - 16,L
31/10/17,ECS Season 4 Europe,G2,Inferno,9 - 16,L
31/10/17,ECS Season 4 Europe,G2,Cobblestone,16 - 14,W
28/10/17,ECS Season 4 Europe,Ninjas in Pyjamas,Cache,13 - 16,L
28/10/17,ECS Season 4 Europe,Ninjas in Pyjamas,Mirage,16 - 8,W
27/10/17,ECS Season 4 Europe,GODSENT,Mirage,16 - 11,W
27/10/17,ECS Season 4 Europe,GODSENT,Inferno,16 - 11,W
25/10/17,ECS Season 4 Europe,FaZe,Cache,4 - 16,L
25/10/17,ECS Season 4 Europe,FaZe,Inferno,16 - 12,W
22/10/17,DreamHack Open Denver 2017,Cloud9,Overpass,18 - 22,L
22/10/17,DreamHack Open Denver 2017,Cloud9,Mirage,16 - 10,W
22/10/17,DreamHack Open Denver 2017,Cloud9,Cobblestone,14 - 16,L
22/10/17,DreamHack Open Denver 2017,LDLC,Cobblestone,16 - 4,W
22/10/17,DreamHack Open Denver 2017,LDLC,Nuke,16 - 2,W
21/10/17,DreamHack Open Denver 2017,BIG,Train,10 - 16,L
20/10/17,DreamHack Open Denver 2017,LDLC,Nuke,16 - 4,W
18/10/17,ESL Pro League Season 6 Europe,LDLC,Cache,12 - 16,L
18/10/17,ESL Pro League Season 6 Europe,LDLC,Inferno,11 - 16,L
15/10/17,ROG MASTERS 2017 EMEA Finals,Gambit,Cobblestone,16 - 5,W
15/10/17,ROG MASTERS 2017 EMEA Finals,Gambit,Nuke,19 - 22,L
15/10/17,ROG MASTERS 2017 EMEA Finals,Gambit,Overpass,16 - 12,W
15/10/17,ROG MASTERS 2017 EMEA Finals,Vega Squadron,Inferno,16 - 13,W
15/10/17,ROG MASTERS 2017 EMEA Finals,Vega Squadron,Nuke,16 - 10,W
15/10/17,ROG MASTERS 2017 EMEA Finals,Vega Squadron,Mirage,13 - 16,L
14/10/17,ROG MASTERS 2017 EMEA Finals,ALTERNATE aTTaX,Train,16 - 5,W
14/10/17,ROG MASTERS 2017 EMEA Finals,ALTERNATE aTTaX,Cobblestone,16 - 10,W
12/10/17,Hellcase Cup 6,Ninjas in Pyjamas,Overpass,10 - 16,L
12/10/17,Hellcase Cup 6,Ninjas in Pyjamas,Mirage,12 - 16,L
11/10/17,Hellcase Cup 6,HellRaisers,Inferno,16 - 14,W
11/10/17,Hellcase Cup 6,HellRaisers,Cobblestone,16 - 7,W
09/10/17,Hellcase Cup 6,North Academy,Nuke,16 - 13,W
09/10/17,Hellcase Cup 6,North Academy,Mirage,16 - 9,W
08/10/17,ESL Pro League Season 6 Europe,Envy,Cobblestone,16 - 10,W
08/10/17,ESL Pro League Season 6 Europe,Envy,Cache,11 - 16,L
07/10/17,ESL Pro League Season 6 Europe,Natus Vincere,Inferno,16 - 11,W
07/10/17,ESL Pro League Season 6 Europe,Natus Vincere,Cobblestone,16 - 12,W
06/10/17,ESL Pro League Season 6 Europe,HEROIC,Mirage,13 - 16,L
06/10/17,ESL Pro League Season 6 Europe,HEROIC,Nuke,16 - 12,W
05/10/17,ESL Pro League Season 6 Europe,Ninjas in Pyjamas,Nuke,6 - 16,L
05/10/17,ESL Pro League Season 6 Europe,Ninjas in Pyjamas,Inferno,16 - 2,W
04/10/17,SL i-League Invitational Shanghai 2017 Europe Qualifier,Dignitas,Train,4 - 16,L
04/10/17,SL i-League Invitational Shanghai 2017 Europe Qualifier,Dignitas,Inferno,13 - 16,L
04/10/17,SL i-League Invitational Shanghai 2017 Europe Qualifier,Dignitas,Nuke,16 - 7,W
03/10/17,ESL Pro League Season 6 Europe,BIG,Train,16 - 7,W
03/10/17,ESL Pro League Season 6 Europe,BIG,Cobblestone,22 - 20,W
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,Envy,Train,14 - 16,L
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,Envy,Inferno,7 - 16,L
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,LDLC,Cache,16 - 3,W
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,LDLC,Mirage,16 - 4,W
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,LDLC,Nuke,5 - 16,L
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,BIG,Cobblestone,16 - 2,W
02/10/17,IEM Oakland 2017 Europe Closed Qualifier,BIG,Cache,16 - 4,W
28/09/17,ESL Pro League Season 6 Europe,GODSENT,Cobblestone,16 - 6,W
27/09/17,ESL Pro League Season 6 Europe,fnatic,Cache,10 - 16,L
27/09/17,ESL Pro League Season 6 Europe,fnatic,Train,1 - 16,L
26/09/17,ESL Pro League Season 6 Europe,North,Mirage,14 - 16,L
26/09/17,ESL Pro League Season 6 Europe,North,Cobblestone,12 - 16,L
24/09/17,EPICENTER 2017 Europe Closed Qualifier,HEROIC,Train,9 - 16,L
24/09/17,EPICENTER 2017 Europe Closed Qualifier,HEROIC,Nuke,11 - 16,L
24/09/17,EPICENTER 2017 Europe Closed Qualifier,fnatic,Train,6 - 16,L
24/09/17,EPICENTER 2017 Europe Closed Qualifier,fnatic,Mirage,16 - 10,W
24/09/17,EPICENTER 2017 Europe Closed Qualifier,fnatic,Cobblestone,17 - 19,L
16/09/17,ELEAGUE CS:GO Premier 2017,fnatic,Cobblestone,13 - 16,L
16/09/17,ELEAGUE CS:GO Premier 2017,fnatic,Mirage,16 - 13,W
16/09/17,ELEAGUE CS:GO Premier 2017,fnatic,Train,5 - 16,L
15/09/17,ELEAGUE CS:GO Premier 2017,Immortals,Cobblestone,8 - 16,L
10/09/17,ESG Tour Mykonos 2017,Liquid,Nuke,16 - 4,W
10/09/17,ESG Tour Mykonos 2017,Liquid,Mirage,13 - 16,L
10/09/17,ESG Tour Mykonos 2017,Liquid,Train,16 - 9,W
10/09/17,ESG Tour Mykonos 2017,Liquid,Inferno,5 - 16,L
10/09/17,ESG Tour Mykonos 2017,Liquid,Cobblestone,16 - 8,W
09/09/17,ESG Tour Mykonos 2017,Virtus.pro,Train,16 - 14,W
09/09/17,ESG Tour Mykonos 2017,Virtus.pro,Overpass,16 - 6,W
09/09/17,ESG Tour Mykonos 2017,Virtus.pro,Cache,14 - 16,L
08/09/17,ESG Tour Mykonos 2017,Gambit,Train,16 - 14,W
08/09/17,ESG Tour Mykonos 2017,Gambit,Cobblestone,16 - 14,W
08/09/17,ESG Tour Mykonos 2017,HEROIC,Nuke,16 - 8,W
08/09/17,ESG Tour Mykonos 2017,HEROIC,Train,16 - 7,W
07/09/17,ESG Tour Mykonos 2017,SK,Inferno,15 - 19,L
03/09/17,EPICENTER 2017 Europe Qualifier #1,Space Soldiers,Mirage,13 - 16,L
03/09/17,EPICENTER 2017 Europe Qualifier #1,Space Soldiers,Cache,7 - 16,L
03/09/17,EPICENTER 2017 Europe Qualifier #1,undefined,Cobblestone,16 - 6,W
03/09/17,EPICENTER 2017 Europe Qualifier #1,undefined,Mirage,16 - 9,W
02/09/17,EPICENTER 2017 Europe Qualifier #1,HellRaisers,Mirage,16 - 4,W
02/09/17,EPICENTER 2017 Europe Qualifier #1,Imperial,Train,16 - 4,W
30/08/17,DreamHack Masters Malmö 2017,FaZe,Mirage,9 - 16,L
30/08/17,DreamHack Masters Malmö 2017,Gambit,Train,6 - 16,L
27/08/17,ESL Pro League Season 6 Europe,G2,Cache,25 - 22,W
27/08/17,ESL Pro League Season 6 Europe,G2,Cobblestone,7 - 16,L
23/08/17,ESL Pro League Season 6 Europe,FaZe,Mirage,14 - 16,L
23/08/17,ESL Pro League Season 6 Europe,FaZe,Cache,16 - 9,W
22/08/17,ESL Pro League Season 6 Europe,GODSENT,Mirage,16 - 19,L
19/07/17,PGL Major Krakow 2017,Cloud9,Train,11 - 16,L
18/07/17,PGL Major Krakow 2017,North,Cobblestone,15 - 19,L
17/07/17,PGL Major Krakow 2017,FaZe,Train,19 - 15,W
16/07/17,PGL Major Krakow 2017,Gambit,Inferno,10 - 16,L
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,FlipSid3,Cobblestone,16 - 8,W
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,FlipSid3,Mirage,16 - 11,W
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,Space Soldiers,Train,19 - 16,W
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,Space Soldiers,Nuke,16 - 4,W
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,Space Soldiers,Cache,15 - 19,L
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,sickteam,Train,16 - 2,W
11/07/17,DreamHack Masters Malmö 2017 Europe Closed Qualifier,sickteam,Inferno,16 - 4,W
06/07/17,ESL One Cologne 2017,Cloud9,Inferno,20 - 22,L
06/07/17,ESL One Cologne 2017,Natus Vincere,Mirage,4 - 16,L
05/07/17,ESL One Cologne 2017,Ninjas in Pyjamas,Cache,10 - 16,L
04/07/17,ESL One Cologne 2017,FaZe,Nuke,16 - 12,W
04/07/17,ESL One Cologne 2017,fnatic,Train,16 - 11,W
01/07/17,PGL Major Krakow 2017 Main Qualifier,PENTA,Cobblestone,16 - 14,W
30/06/17,PGL Major Krakow 2017 Main Qualifier,GODSENT,Train,16 - 11,W
29/06/17,PGL Major Krakow 2017 Main Qualifier,Tengri,Inferno,16 - 1,W
18/06/17,DreamHack Open Summer 2017,SK,Mirage,9 - 16,L
18/06/17,DreamHack Open Summer 2017,SK,Inferno,14 - 16,L
18/06/17,DreamHack Open Summer 2017,Singularity,Mirage,16 - 13,W
18/06/17,DreamHack Open Summer 2017,Singularity,Nuke,16 - 14,W
17/06/17,DreamHack Open Summer 2017,Immortals,Cobblestone,6 - 16,L
08/06/17,ECS Season 3 Europe,FaZe,Cache,6 - 16,L
08/06/17,ECS Season 3 Europe,FaZe,Mirage,16 - 11,W
01/06/17,ESL Pro League Season 5 Finals,SK,Cache,8 - 16,L
01/06/17,ESL Pro League Season 5 Finals,SK,Mirage,7 - 16,L
01/06/17,ESL Pro League Season 5 Finals,NRG,Mirage,16 - 10,W
31/05/17,ESL Pro League Season 5 Finals,Liquid,Inferno,16 - 12,W
31/05/17,ESL Pro League Season 5 Finals,OpTic,Cobblestone,16 - 12,W
30/05/17,ESL Pro League Season 5 Finals,Natus Vincere,Cobblestone,19 - 15,W
30/05/17,ESL Pro League Season 5 Finals,North,Nuke,17 - 19,L
27/05/17,ECS Season 3 Europe,Envy,Cobblestone,10 - 16,L
27/05/17,ECS Season 3 Europe,Envy,Nuke,5 - 16,L
25/05/17,ECS Season 3 Europe,Astralis,Mirage,7 - 16,L
25/05/17,ECS Season 3 Europe,Astralis,Nuke,22 - 20,W
24/05/17,ECS Season 3 Europe,fnatic,Nuke,17 - 19,L
24/05/17,ECS Season 3 Europe,fnatic,Train,10 - 16,L
11/05/17,ESL Pro League Season 5 Europe,fnatic,Mirage,6 - 16,L
11/05/17,ESL Pro League Season 5 Europe,fnatic,Cache,10 - 16,L
10/05/17,ECS Season 3 Europe,G2,Train,16 - 13,W
10/05/17,ECS Season 3 Europe,G2,Cobblestone,11 - 16,L
08/05/17,DreamHack Open Tours 2017,G2,Cobblestone,6 - 16,L
08/05/17,DreamHack Open Tours 2017,G2,Cache,16 - 14,W
08/05/17,DreamHack Open Tours 2017,G2,Overpass,8 - 16,L
06/05/17,DreamHack Open Tours 2017,Natus Vincere,Mirage,16 - 3,W
06/05/17,DreamHack Open Tours 2017,HEROIC,Cobblestone,16 - 10,W
04/05/17,ECS Season 3 Europe,Virtus.pro,Overpass,16 - 11,W
04/05/17,ECS Season 3 Europe,Virtus.pro,Train,18 - 22,L
03/05/17,ECS Season 3 Europe,Ninjas in Pyjamas,Cobblestone,11 - 16,L
03/05/17,ECS Season 3 Europe,Ninjas in Pyjamas,Cache,16 - 11,W
02/05/17,ECS Season 3 Europe,GODSENT,Cache,16 - 10,W
02/05/17,ECS Season 3 Europe,GODSENT,Mirage,11 - 16,L
27/04/17,ESL Pro League Season 5 Europe,Natus Vincere,Mirage,16 - 0,W
27/04/17,ESL Pro League Season 5 Europe,Natus Vincere,Nuke,16 - 8,W
25/04/17,ESL Pro League Season 5 Europe,HellRaisers,Cache,16 - 8,W
25/04/17,ESL Pro League Season 5 Europe,HellRaisers,Mirage,16 - 12,W
18/04/17,ESL Pro League Season 5 Europe,FaZe,Inferno,19 - 17,W
18/04/17,ESL Pro League Season 5 Europe,FaZe,Overpass,10 - 16,L
16/04/17,ECS Season 3 Europe,Dignitas,Overpass,16 - 5,W
16/04/17,ECS Season 3 Europe,Dignitas,Mirage,16 - 5,W
13/04/17,ESL Pro League Season 5 Europe,G2,Nuke,11 - 16,L
13/04/17,ESL Pro League Season 5 Europe,G2,Cobblestone,10 - 16,L
12/04/17,ESL Pro League Season 5 Europe,Envy,Nuke,16 - 12,W
12/04/17,ESL Pro League Season 5 Europe,Envy,Cobblestone,16 - 8,W
28/03/17,ESL Pro League Season 5 Europe,HEROIC,Cobblestone,16 - 12,W
28/03/17,ESL Pro League Season 5 Europe,HEROIC,Nuke,4 - 16,L
26/03/17,DreamHack Open Austin 2017 Europe Closed Qualifier,HellRaisers,Mirage,12 - 16,L
26/03/17,DreamHack Open Austin 2017 Europe Closed Qualifier,HellRaisers,Cache,3 - 16,L
26/03/17,DreamHack Open Austin 2017 Europe Closed Qualifier,HellRaisers,Cobblestone,16 - 9,W
26/03/17,DreamHack Open Austin 2017 Europe Closed Qualifier,TzatzikiKlubben,Nuke,16 - 8,W
26/03/17,DreamHack Open Austin 2017 Europe Closed Qualifier,TzatzikiKlubben,Cobblestone,16 - 8,W
23/03/17,ESL Pro League Season 5 Europe,Virtus.pro,Nuke,11 - 16,L
23/03/17,ESL Pro League Season 5 Europe,Virtus.pro,Inferno,5 - 16,L
16/03/17,ESL Pro League Season 5 Europe,LDLC,Nuke,10 - 16,L
16/03/17,ESL Pro League Season 5 Europe,LDLC,Cobblestone,16 - 7,W
09/03/17,ESL Pro League Season 5 Europe,North,Inferno,16 - 5,W
09/03/17,ESL Pro League Season 5 Europe,North,Mirage,16 - 8,W
07/03/17,SL i-League Season 3 Europe Qualifier,Spirit,Cobblestone,14 - 16,L
07/03/17,SL i-League Season 3 Europe Qualifier,Spirit,Mirage,16 - 8,W
07/03/17,SL i-League Season 3 Europe Qualifier,Spirit,Inferno,12 - 16,L
23/02/17,ESL Pro League Season 5 Europe,Kinguin,Cobblestone,16 - 14,W
23/02/17,ESL Pro League Season 5 Europe,Kinguin,Nuke,16 - 5,W
18/02/17,DreamHack Masters Las Vegas 2017,Virtus.pro,Mirage,14 - 16,L
18/02/17,DreamHack Masters Las Vegas 2017,Virtus.pro,Train,8 - 16,L
17/02/17,DreamHack Masters Las Vegas 2017,FaZe,Mirage,16 - 10,W
16/02/17,DreamHack Masters Las Vegas 2017,Natus Vincere,Cobblestone,16 - 12,W
08/02/17,ESL Pro League Season 5 Europe,Ninjas in Pyjamas,Train,16 - 10,W
08/02/17,ESL Pro League Season 5 Europe,Ninjas in Pyjamas,Dust2,16 - 8,W
07/02/17,ESL Pro League Season 5 Europe,Astralis,Nuke,11 - 16,L
07/02/17,ESL Pro League Season 5 Europe,Astralis,Mirage,16 - 8,W
05/02/17,IEM Katowice 2017 EU Closed Qualifier,HEROIC,Mirage,13 - 16,L
05/02/17,IEM Katowice 2017 EU Closed Qualifier,HEROIC,Overpass,13 - 16,L
05/02/17,IEM Katowice 2017 EU Closed Qualifier,HEROIC,Dust2,16 - 8,W
05/02/17,IEM Katowice 2017 EU Closed Qualifier,Epsilon,Mirage,16 - 7,W
05/02/17,IEM Katowice 2017 EU Closed Qualifier,Epsilon,Dust2,10 - 16,L
05/02/17,IEM Katowice 2017 EU Closed Qualifier,Epsilon,Cache,16 - 13,W
04/02/17,IEM Katowice 2017 EU Closed Qualifier,GODSENT,Cache,16 - 3,W
04/02/17,IEM Katowice 2017 EU Closed Qualifier,GODSENT,Nuke,16 - 9,W
04/02/17,IEM Katowice 2017 EU Closed Qualifier,GODSENT,Cobblestone,15 - 19,L
04/02/17,IEM Katowice 2017 EU Closed Qualifier,fnatic,Overpass,6 - 16,L
04/02/17,IEM Katowice 2017 EU Closed Qualifier,fnatic,Cache,16 - 12,W
04/02/17,IEM Katowice 2017 EU Closed Qualifier,fnatic,Mirage,10 - 16,L
25/01/17,ELEAGUE Major 2017,Liquid,Nuke,4 - 16,L
24/01/17,ELEAGUE Major 2017,fnatic,Dust2,11 - 16,L
23/01/17,ELEAGUE Major 2017,HellRaisers,Cache,16 - 7,W
22/01/17,ELEAGUE Major 2017,Natus Vincere,Cobblestone,3 - 16,L
09/01/17,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,HellRaisers,Mirage,16 - 7,W
09/01/17,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,HellRaisers,Cobblestone,16 - 9,W
09/01/17,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,BIG,Mirage,16 - 11,W
09/01/17,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,BIG,Cache,14 - 16,L
09/01/17,DreamHack Masters Las Vegas 2017 Europe Closed Qualifier,BIG,Cobblestone,16 - 12,W
18/12/16,ELEAGUE Major Main Qualifier,Immortals,Cache,16 - 3,W
17/12/16,ELEAGUE Major Main Qualifier,TYLOO,Train,16 - 3,W
16/12/16,ELEAGUE Major Main Qualifier,Spirit,Dust2,16 - 5,W
15/12/16,ELEAGUE Major Main Qualifier,HellRaisers,Train,6 - 16,L
01/12/16,ELEAGUE Season 2,OpTic,Cache,11 - 16,L
01/12/16,ELEAGUE Season 2,OpTic,Train,7 - 16,L
27/11/16,ECS Season 2 Europe,Ninjas in Pyjamas,Dust2,16 - 7,W
27/11/16,ECS Season 2 Europe,Ninjas in Pyjamas,Train,9 - 16,L
25/11/16,ECS Season 2 Europe,Dignitas,Cobblestone,16 - 11,W
25/11/16,ECS Season 2 Europe,Dignitas,Mirage,16 - 9,W
24/11/16,ECS Season 2 Europe,G2,Dust2,10 - 16,L
24/11/16,ECS Season 2 Europe,G2,Dust2,16 - 12,W
24/11/16,ECS Season 2 Europe,Envy,Dust2,14 - 16,L
24/11/16,ECS Season 2 Europe,Envy,Cache,14 - 16,L
18/11/16,IEM Oakland 2016,FaZe,Train,7 - 16,L
18/11/16,IEM Oakland 2016,Cloud9,Cobblestone,10 - 16,L
17/11/16,IEM Oakland 2016,HEROIC,Cobblestone,11 - 16,L
17/11/16,IEM Oakland 2016,SK,Dust2,10 - 16,L
17/11/16,IEM Oakland 2016,Ninjas in Pyjamas,Overpass,8 - 16,L
13/11/16,ECS Season 2 Europe,Virtus.pro,Cobblestone,8 - 16,L
13/11/16,ECS Season 2 Europe,Virtus.pro,Mirage,9 - 16,L
10/11/16,ECS Season 2 Europe,GODSENT,Mirage,11 - 16,L
10/11/16,ECS Season 2 Europe,GODSENT,Dust2,16 - 11,W
10/11/16,ECS Season 2 Europe,FaZe,Dust2,11 - 16,L
10/11/16,ECS Season 2 Europe,FaZe,Overpass,16 - 14,W
03/11/16,ECS Season 2 Europe,Astralis,Mirage,12 - 16,L
03/11/16,ECS Season 2 Europe,Astralis,Mirage,4 - 16,L
30/10/16,ESL Pro League Season 4 Finals,Cloud9,Mirage,10 - 16,L
30/10/16,ESL Pro League Season 4 Finals,Cloud9,Cobblestone,9 - 16,L
28/10/16,ESL Pro League Season 4 Finals,Envy,Cache,16 - 9,W
28/10/16,ESL Pro League Season 4 Finals,Immortals,Mirage,14 - 16,L
27/10/16,ESL Pro League Season 4 Finals,OpTic,Cache,16 - 10,W
26/10/16,ESL Pro League Season 4 Finals,Liquid,Mirage,16 - 12,W
22/10/16,ELEAGUE Season 2,Cloud9,Dust2,19 - 16,W
21/10/16,ELEAGUE Season 2,Immortals,Mirage,16 - 9,W
13/10/16,ESL Pro League Season 4 - Europe,Astralis,Train,16 - 2,W
13/10/16,ESL Pro League Season 4 - Europe,Astralis,Mirage,10 - 16,L
11/10/16,ESL Pro League Season 4 - Europe,HellRaisers,Train,16 - 12,W
11/10/16,ESL Pro League Season 4 - Europe,HellRaisers,Mirage,16 - 8,W
10/10/16,ESL Pro League Season 4 - Europe,FlipSid3,Cobblestone,16 - 9,W
10/10/16,ESL Pro League Season 4 - Europe,FlipSid3,Mirage,16 - 4,W
09/10/16,ECS Season 2 Europe,fnatic,Overpass,16 - 8,W
09/10/16,ECS Season 2 Europe,fnatic,Dust2,16 - 13,W
05/10/16,ESL Pro League Season 4 - Europe,HEROIC,Overpass,16 - 4,W
05/10/16,ESL Pro League Season 4 - Europe,HEROIC,Mirage,16 - 14,W
04/10/16,ESL Pro League Season 4 - Europe,Virtus.pro,Cobblestone,25 - 28,L
04/10/16,ESL Pro League Season 4 - Europe,Virtus.pro,Mirage,16 - 8,W
25/09/16,Gfinity CS:GO Invitational 2016,Envy,Dust2,14 - 16,L
25/09/16,Gfinity CS:GO Invitational 2016,Envy,Cobblestone,12 - 16,L
25/09/16,Gfinity CS:GO Invitational 2016,Envy,Cache,17 - 19,L
24/09/16,Gfinity CS:GO Invitational 2016,GODSENT,Overpass,16 - 2,W
24/09/16,Gfinity CS:GO Invitational 2016,GODSENT,Dust2,19 - 17,W
24/09/16,Gfinity CS:GO Invitational 2016,GODSENT,Mirage,16 - 5,W
24/09/16,Gfinity CS:GO Invitational 2016,GODSENT,Cache,11 - 16,L
20/09/16,ESL Pro League Season 4 - Europe,Natus Vincere,Dust2,16 - 13,W
20/09/16,ESL Pro League Season 4 - Europe,Natus Vincere,Overpass,8 - 16,L
14/09/16,ESL Pro League Season 4 - Europe,Envy,Mirage,16 - 9,W
14/09/16,ESL Pro League Season 4 - Europe,Envy,Dust2,16 - 9,W
13/09/16,ESL Pro League Season 4 - Europe,FaZe,Mirage,16 - 3,W
13/09/16,ESL Pro League Season 4 - Europe,FaZe,Dust2,16 - 6,W
07/09/16,ESL Pro League Season 4 - Europe,PENTA,Cobblestone,16 - 13,W
07/09/16,ESL Pro League Season 4 - Europe,PENTA,Mirage,16 - 11,W
05/09/16,EPICENTER: Moscow EU Closed Qualifier,GODSENT,Mirage,10 - 16,L
05/09/16,EPICENTER: Moscow EU Closed Qualifier,GODSENT,Cache,16 - 14,W
05/09/16,EPICENTER: Moscow EU Closed Qualifier,GODSENT,Dust2,11 - 16,L
04/09/16,ESL One New York 2016 Europe Qualifier,FaZe,Nuke,7 - 16,L
04/09/16,ESL One New York 2016 Europe Qualifier,FaZe,Mirage,12 - 16,L
04/09/16,ESL One New York 2016 Europe Qualifier,Gambit,Cache,16 - 12,W
04/09/16,ESL One New York 2016 Europe Qualifier,Gambit,Cobblestone,16 - 9,W
01/09/16,ESL Pro League Season 4 - Europe,Ninjas in Pyjamas,Cache,5 - 16,L
01/09/16,ESL Pro League Season 4 - Europe,Ninjas in Pyjamas,Cobblestone,13 - 16,L
31/08/16,ESL Pro League Season 4 - Europe,G2,Dust2,6 - 16,L
31/08/16,ESL Pro League Season 4 - Europe,G2,Cache,16 - 11,W
30/08/16,EPICENTER: Moscow EU Closed Qualifier,Dignitas,Mirage,16 - 14,W
